AnoMes,Municipio_Ibge,Municipio,Estado_Ibge,Estado,Sigla_Regiao,Regiao,VL_PagadorPF,QT_PagadorPF,VL_PagadorPJ,QT_PagadorPJ,VL_RecebedorPF,QT_RecebedorPF,VL_RecebedorPJ,QT_RecebedorPJ,QT_PES_PagadorPF,QT_PES_PagadorPJ,QT_PES_RecebedorPF,QT_PES_RecebedorPJ
202308,4318606,SÃO JOSÉ DO OURO,43,RIO GRANDE DO SUL,SU,SUL,27736559.95,40660,12211479.31,5387,16384888.16,21484,13710415.19,14015,3159,371,2765,377
202207,4322186,TUPANCI DO SUL,43,RIO GRANDE DO SUL,SU,SUL,1185493.97,2587,559758.55,183,789243.94,1488,590246.37,706,379,27,274,29
202403,3109105,BUENO BRANDÃO,31,MINAS GERAIS,SE,SUDESTE,21948299.64,82480,10024576.28,5895,25310493.81,53888,25441794.64,15270,4600,347,4446,333
202504,4318606,SÃO JOSÉ DO OURO,43,RIO GRANDE DO SUL,SU,SUL,41797048.68,70901,18077627.47,7249,31988621.25,32048,18711967.05,23280,3827,476,3478,458
202401,4107009,CURIÚVA,41,PARANÁ,SU,SUL,28996556.82,154159,20017705.73,11152,30289253.85,87475,20574013.76,31626,6590,440,6473,418
202102,3165909,SENADOR MODESTINO GONÇALVES,31,MINAS GERAIS,SE,SUDESTE,658382.21,1778,185342.98,66,1003405.1,1943,151368.5,75,367,15,456,20
202104,3165909,SENADOR MODESTINO GONÇALVES,31,MINAS GERAIS,SE,SUDESTE,1677136.5,3653,828588.34,204,1594371.3,4224,565055.61,239,609,25,723,26
202109,2903508,BELO CAMPO,29,BAHIA,NE,NORDESTE,6094860.71,29269,648185.26,802,6567791.93,29262,681699.73,1602,3136,105,3267,103
202408,1714203,NATIVIDADE,17,TOCANTINS,NO,NORTE,34846235.68,191195,18774514.17,14312,33684891.85,112705,23537389.28,40798,5436,355,5434,326
202301,1714203,NATIVIDADE,17,TOCANTINS,NO,NORTE,20895473.69,93045,9988641.68,7172,20159535.09,68628,12797488.2,18675,4470,242,4570,238
202110,3137304,LAGOA DOS PATOS,31,MINAS GERAIS,SE,SUDESTE,2476910.4,11091,628359.3,289,2635501.69,11404,449977.86,427,1039,30,1070,30
202309,4107009,CURIÚVA,41,PARANÁ,SU,SUL,25137702.95,129626,18788053.98,9683,25437924.54,76800,19910009.74,20818,6307,425,6145,417
202201,4107009,CURIÚVA,41,PARANÁ,SU,SUL,11289459.9,33855,10139867.65,3771,12275616.48,28501,9086049.41,5776,3778,279,3707,284
202308,3137304,LAGOA DOS PATOS,31,MINAS GERAIS,SE,SUDESTE,6807880.16,46977,871028.1,1086,7058059.13,31991,833619.81,3178,1861,62,1883,57
202407,4107009,CURIÚVA,41,PARANÁ,SU,SUL,33856685.38,185404,24329493.85,13621,35814314.85,102637,23016584.51,38725,7137,465,6911,447
202312,4107009,CURIÚVA,41,PARANÁ,SU,SUL,30449779.62,164769,21291351.35,11560,31353645.27,96071,21986946.93,32380,6564,440,6411,422
202206,4107009,CURIÚVA,41,PARANÁ,SU,SUL,14536218.61,50715,14835035.51,5882,15859669.69,40177,13243434.95,9012,4650,336,4565,332
202201,2909604,CRISÓPOLIS,29,BAHIA,NE,NORDESTE,9750465.42,38529,3989078.63,968,9737631.91,34642,2886712.99,2076,3699,102,3868,97
202212,1714203,NATIVIDADE,17,TOCANTINS,NO,NORTE,24178555.66,106481,9747410.95,7868,23625364.69,80981,11541848.17,21318,4451,238,4586,241
202106,4107009,CURIÚVA,41,PARANÁ,SU,SUL,6954450.06,16616,6685601.21,2126,7533276.81,16250,5683779.91,2869,2701,216,2533,221
202506,4317558,SANTO ANTÔNIO DO PALMA,43,RIO GRANDE DO SUL,SU,SUL,5009152.97,14875,2965692.07,1153,4395680.77,7233,1910056.84,2006,923,94,816,80
202203,1714203,NATIVIDADE,17,TOCANTINS,NO,NORTE,15143481.36,60953,5618843.65,4793,15316665.41,49909,7729013.72,10522,3545,188,3688,190
202011,2909604,CRISÓPOLIS,29,BAHIA,NE,NORDESTE,196918.52,530,2071.13,4,214264.59,547,2465.0,10,216,2,240,4
202105,2308351,MILHÃ,23,CEARÁ,NE,NORDESTE,3893139.14,13504,878933.98,642,3633227.98,13477,941534.94,966,1771,73,1928,75
202206,2909604,CRISÓPOLIS,29,BAHIA,NE,NORDESTE,14208837.41,61727,4542999.33,1459,14520241.38,50010,3819883.76,4178,4792,109,4853,110
202202,4107009,CURIÚVA,41,PARANÁ,SU,SUL,11135881.89,37334,10643404.11,3903,11946586.15,31028,9389858.22,6754,3918,274,3890,293
202304,2703106,IGACI,27,ALAGOAS,NE,NORDESTE,24986407.89,132068,2387823.98,2291,24634866.56,104419,2593525.61,5888,7677,141,7833,129
202312,4318606,SÃO JOSÉ DO OURO,43,RIO GRANDE DO SUL,SU,SUL,29719227.63,50584,10274777.85,5775,16666342.01,26687,10872379.0,17528,3290,392,2947,367
202411,1714203,NATIVIDADE,17,TOCANTINS,NO,NORTE,39561935.35,200678,17900765.49,16559,36737980.56,115144,21374159.61,44721,5449,369,5437,331
202204,1714203,NATIVIDADE,17,TOCANTINS,NO,NORTE,14802207.33,64499,5540071.75,5094,14508582.78,52161,8701110.62,11354,3682,191,3814,191
202411,3137304,LAGOA DOS PATOS,31,MINAS GERAIS,SE,SUDESTE,9588276.91,67079,1527123.35,1830,9403544.85,40570,1623747.08,5248,2120,72,2093,75
202302,4318606,SÃO JOSÉ DO OURO,43,RIO GRANDE DO SUL,SU,SUL,13867934.16,29089,6195847.72,4147,10044092.41,16088,8578047.7,10352,2792,342,2414,337
202209,3137304,LAGOA DOS PATOS,31,MINAS GERAIS,SE,SUDESTE,5840450.8,24275,956660.64,865,5493597.19,20557,929719.01,1373,1456,50,1492,43
202104,4317558,SANTO ANTÔNIO DO PALMA,43,RIO GRANDE DO SUL,SU,SUL,607026.04,1024,100731.77,68,480260.11,497,389868.9,197,250,27,179,29
202505,4322186,TUPANCI DO SUL,43,RIO GRANDE DO SUL,SU,SUL,3714035.95,9239,1672518.83,678,3448846.95,4222,3885893.48,2163,677,57,593,54
202105,1501105,BAGRE,15,PARÁ,NO,NORTE,4065152.66,14743,945989.1,498,3530553.92,13724,606228.05,680,1604,43,1492,46
202205,3109105,BUENO BRANDÃO,31,MINAS GERAIS,SE,SUDESTE,10142206.49,31834,6343555.39,2431,12110417.38,26033,11495935.09,4555,3104,215,3010,230
202211,4107009,CURIÚVA,41,PARANÁ,SU,SUL,17204919.81,67843,14890451.81,7188,18434301.28,49908,15896721.13,13220,5261,358,5149,356
202206,4318606,SÃO JOSÉ DO OURO,43,RIO GRANDE DO SUL,SU,SUL,12077093.94,20983,5035382.11,2960,13364787.0,13143,7103216.73,6454,2412,291,2094,301
202409,2614808,TACARATU,26,PERNAMBUCO,NE,NORDESTE,38095700.75,277436,4509139.59,3992,36030415.08,173330,5587679.37,19408,9667,195,9135,168
202307,4317558,SANTO ANTÔNIO DO PALMA,43,RIO GRANDE DO SUL,SU,SUL,2819742.42,8872,883945.32,456,3198361.14,4108,812825.1,1620,749,61,622,55
202501,2703106,IGACI,27,ALAGOAS,NE,NORDESTE,50037242.42,318369,7956719.96,5706,47276225.44,205387,4694329.14,20691,11316,177,11219,170
202107,2909604,CRISÓPOLIS,29,BAHIA,NE,NORDESTE,4845230.49,20017,1589644.58,473,5162692.92,20829,1461285.33,848,2762,60,2862,64
202404,2909604,CRISÓPOLIS,29,BAHIA,NE,NORDESTE,31921655.13,205590,8572157.49,5219,31176369.88,128900,8030108.53,15152,7907,201,7751,190
202212,2909604,CRISÓPOLIS,29,BAHIA,NE,NORDESTE,20387586.21,101667,5118979.72,2047,20393893.11,77988,4155149.64,5301,5855,135,5901,134
202102,4107009,CURIÚVA,41,PARANÁ,SU,SUL,2717138.98,5653,3708887.87,968,3091962.4,5853,3119798.52,735,1275,138,1367,146
202110,3165909,SENADOR MODESTINO GONÇALVES,31,MINAS GERAIS,SE,SUDESTE,2606748.47,10202,1095147.24,356,2965402.45,11355,755234.95,849,1075,36,1089,39
202111,1714203,NATIVIDADE,17,TOCANTINS,NO,NORTE,10682544.59,45159,5494172.53,3758,10635777.19,38592,6023817.99,7427,3125,164,3307,166
202402,4107009,CURIÚVA,41,PARANÁ,SU,SUL,28052207.69,149903,20497145.18,10839,27888707.27,84931,19755866.57,31388,6619,434,6440,413
202402,3165909,SENADOR MODESTINO GONÇALVES,31,MINAS GERAIS,SE,SUDESTE,8184090.52,44732,2345680.2,1147,7952195.88,29343,3325343.22,4030,2022,66,2018,66
202204,4107009,CURIÚVA,41,PARANÁ,SU,SUL,13791576.91,44997,12116422.63,5097,14260328.17,36320,11613419.08,8393,4344,306,4255,318
202109,2909604,CRISÓPOLIS,29,BAHIA,NE,NORDESTE,5717621.89,24459,1485164.33,604,6038847.18,23143,1429122.03,1090,3022,66,3089,69
202502,4309126,GRAMADO DOS LOUREIROS,43,RIO GRANDE DO SUL,SU,SUL,4355903.09,18592,1608938.05,793,4026346.1,9008,1612764.42,2106,1011,54,900,59
202501,4317558,SANTO ANTÔNIO DO PALMA,43,RIO GRANDE DO SUL,SU,SUL,5880294.98,16264,1251305.96,856,6398936.1,7525,1449962.07,1931,897,86,789,69
202405,4318606,SÃO JOSÉ DO OURO,43,RIO GRANDE DO SUL,SU,SUL,35041360.64,57055,13793085.36,6026,36288038.71,27872,15237844.11,18308,3505,428,3281,404
202308,2703106,IGACI,27,ALAGOAS,NE,NORDESTE,30202927.86,195424,2607578.18,3565,29222265.39,132322,2575924.55,8134,8779,147,8693,131
202502,4322186,TUPANCI DO SUL,43,RIO GRANDE DO SUL,SU,SUL,2520543.12,8394,2415339.58,549,2151099.25,3846,3372287.47,1817,647,58,528,51
202102,2909604,CRISÓPOLIS,29,BAHIA,NE,NORDESTE,1470758.79,4501,418159.72,117,1644737.84,4743,393113.02,126,991,18,1218,22
202505,4107009,CURIÚVA,41,PARANÁ,SU,SUL,43340937.21,224861,28037937.31,15993,45740381.98,121705,26797105.59,39948,7750,500,7525,490
202307,4107009,CURIÚVA,41,PARANÁ,SU,SUL,24326690.26,118287,19529101.4,10271,26314771.83,72316,19953250.57,19328,6111,421,5975,407
202406,1714203,NATIVIDADE,17,TOCANTINS,NO,NORTE,33590009.93,188944,19481314.88,14327,32324900.25,113514,19561558.18,38781,5381,337,5372,328
202207,4107009,CURIÚVA,41,PARANÁ,SU,SUL,15861065.31,54805,13442627.16,6042,16881982.46,42783,11819778.73,10065,4754,326,4704,331
202302,4317558,SANTO ANTÔNIO DO PALMA,43,RIO GRANDE DO SUL,SU,SUL,2212326.5,6601,872888.25,403,1639280.37,2900,794839.61,1340,683,57,550,52
202209,4107009,CURIÚVA,41,PARANÁ,SU,SUL,16233945.72,58897,16161590.17,6926,18511243.79,45213,14259169.48,11526,4984,357,4974,348
202502,4107009,CURIÚVA,41,PARANÁ,SU,SUL,36664812.43,185676,22464179.72,14312,36861907.62,101992,22285717.17,33369,7466,493,7224,493
202208,2909604,CRISÓPOLIS,29,BAHIA,NE,NORDESTE,15531999.8,71750,4540282.36,1759,15858795.7,56961,3559965.62,4216,5102,130,5179,119
202301,4107009,CURIÚVA,41,PARANÁ,SU,SUL,19931944.84,71623,16450159.47,7543,20411822.54,50265,15763100.56,14495,5482,367,5319,361
202101,4322186,TUPANCI DO SUL,43,RIO GRANDE DO SUL,SU,SUL,88474.31,128,16488.79,18,50439.84,86,18969.87,19,49,8,38,7
202308,3139409,MANHUAÇU,31,MINAS GERAIS,SE,SUDESTE,230622872.88,994747,509654535.19,100889,230215052.64,690398,570479781.39,235597,44936,4013,44279,3800
202408,3165909,SENADOR MODESTINO GONÇALVES,31,MINAS GERAIS,SE,SUDESTE,10442302.07,57507,3932926.95,1735,10639578.92,36603,3361184.32,6152,2191,77,2169,77
202306,1714203,NATIVIDADE,17,TOCANTINS,NO,NORTE,26246202.25,127008,14788769.35,9503,25699592.77,87624,18248811.21,23825,4751,288,4876,281
202211,2913804,IPECAETÁ,29,BAHIA,NE,NORDESTE,15820049.35,80065,1652081.94,716,15446045.43,84309,1008732.71,1077,4046,46,4192,45
202410,4317558,SANTO ANTÔNIO DO PALMA,43,RIO GRANDE DO SUL,SU,SUL,4692651.48,15958,1303932.49,727,3723441.21,7199,1528313.51,1807,875,88,775,73
202103,4107009,CURIÚVA,41,PARANÁ,SU,SUL,3833665.13,8440,3824930.26,1350,4180742.06,8319,3008605.57,1284,1607,159,1697,159
202402,2909604,CRISÓPOLIS,29,BAHIA,NE,NORDESTE,29317552.82,187544,8201674.17,4324,28049637.43,116367,7470672.15,12722,7619,178,7465,182
202101,4107009,CURIÚVA,41,PARANÁ,SU,SUL,1914683.74,3833,2626335.62,548,2320992.3,3867,2325968.85,430,1010,96,1063,102
202111,4107009,CURIÚVA,41,PARANÁ,SU,SUL,9388420.32,28847,10402511.6,3729,10487106.84,25423,8167775.91,5260,3486,270,3427,274
202509,3137304,LAGOA DOS PATOS,31,MINAS GERAIS,SE,SUDESTE,1138023.95,8358,170479.57,230,1077108.85,4615,109215.38,852,1491,60,1228,59
202403,4322186,TUPANCI DO SUL,43,RIO GRANDE DO SUL,SU,SUL,2399614.11,6309,1495916.67,415,1817146.46,3026,4922527.53,1346,561,44,467,42
202410,3109105,BUENO BRANDÃO,31,MINAS GERAIS,SE,SUDESTE,29434598.06,102535,8745944.4,7457,33516811.52,65744,55935759.28,21200,5034,385,4829,376
202202,4322186,TUPANCI DO SUL,43,RIO GRANDE DO SUL,SU,SUL,972428.75,1670,706072.45,135,725910.68,1120,685133.81,366,305,25,245,24
202203,4317558,SANTO ANTÔNIO DO PALMA,43,RIO GRANDE DO SUL,SU,SUL,1562122.78,3856,408152.11,271,1195718.34,1894,364708.33,825,504,46,423,45
202402,2703106,IGACI,27,ALAGOAS,NE,NORDESTE,38470844.88,248698,3952667.53,3320,36398348.27,162883,3228161.67,11096,9552,153,9439,134
202103,4322186,TUPANCI DO SUL,43,RIO GRANDE DO SUL,SU,SUL,120703.48,274,101359.11,27,87830.62,220,113330.67,44,102,10,76,11
202210,1714203,NATIVIDADE,17,TOCANTINS,NO,NORTE,19224648.25,89683,9606965.03,6890,18710409.38,68912,12773832.63,18193,4286,239,4405,234
202207,1714203,NATIVIDADE,17,TOCANTINS,NO,NORTE,18092879.17,78668,9043830.76,6152,18813604.88,64336,11920426.85,15254,3980,216,4128,220
202110,4107009,CURIÚVA,41,PARANÁ,SU,SUL,9404697.22,27780,8833593.21,3345,9845147.18,24529,6883196.77,4981,3550,251,3296,268
202209,4312252,MINAS DO LEÃO,43,RIO GRANDE DO SUL,SU,SUL,6827354.99,38326,15666250.19,4431,7882333.1,29594,6487863.61,6557,3079,204,2957,197
202308,2909604,CRISÓPOLIS,29,BAHIA,NE,NORDESTE,23505033.24,138045,6383807.83,3339,22702182.12,92223,6268982.76,10086,6832,169,6761,157
202102,1714203,NATIVIDADE,17,TOCANTINS,NO,NORTE,2671785.77,8111,1025129.84,628,2584507.52,7982,1570887.95,716,1294,72,1515,100
202502,3137304,LAGOA DOS PATOS,31,MINAS GERAIS,SE,SUDESTE,9284161.73,67542,1040923.55,1775,9085621.62,39497,784409.11,5394,2135,78,2107,73
202405,3165909,SENADOR MODESTINO GONÇALVES,31,MINAS GERAIS,SE,SUDESTE,9629989.93,55721,3465807.24,1588,9663598.33,35989,3710944.73,4876,2091,69,2097,70
202208,2108207,PEDREIRAS,21,MARANHÃO,NE,NORDESTE,67070036.63,336552,26885586.42,23067,65652524.03,279923,27057766.77,62494,16859,734,17601,723
202502,2614808,TACARATU,26,PERNAMBUCO,NE,NORDESTE,41551863.58,286497,5015107.93,4656,39648873.28,174856,6585110.67,26933,10056,186,9507,185
202410,4107009,CURIÚVA,41,PARANÁ,SU,SUL,36106507.2,191635,26085205.85,14789,37660201.12,106921,23664573.62,34168,7322,536,7101,499
202507,4318606,SÃO JOSÉ DO OURO,43,RIO GRANDE DO SUL,SU,SUL,40065906.0,76866,19799975.45,8594,38755753.49,35520,20963678.82,25585,3895,499,3578,480
202409,4318606,SÃO JOSÉ DO OURO,43,RIO GRANDE DO SUL,SU,SUL,29404746.25,59728,13652198.76,6817,28221485.24,31272,14857979.33,20352,3609,454,3227,429
202411,2909604,CRISÓPOLIS,29,BAHIA,NE,NORDESTE,43252483.15,251407,9204308.74,5847,42275335.42,155315,11265951.32,22738,8681,205,8535,206
202412,1714203,NATIVIDADE,17,TOCANTINS,NO,NORTE,41374521.76,226458,19135867.4,17686,39314324.43,131655,20351286.76,53195,5562,355,5541,331
